carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,G,SI1,62.6,55,571,4.41,4.38,2.75
0.96,Fair,F,SI2,65.2,58,3688,6.14,6.12,3.99
1.01,Very Good,J,VS2,60.6,59,4337,6.42,6.45,3.9
0.7,Ideal,E,SI1,62.5,57,2757,5.7,5.72,3.57
0.94,Premium,F,SI2,62.3,59,3095,6.32,6.23,3.91
0.7,Premium,F,VS2,61.8,60,2818,5.69,5.64,3.5
0.7,Very Good,D,VS2,63.0,56,2960,5.61,5.69,3.56
0.9,Very Good,F,VS2,61.7,56,4678,6.18,6.21,3.82
1.0,Very Good,I,SI1,63.3,58,4200,6.34,6.3,4.0
0.91,Ideal,E,SI1,60.8,57,4429,6.27,6.29,3.82
1.11,Premium,H,SI1,61.9,58,4960,6.63,6.59,4.09
1.02,Premium,J,SI2,62.3,58,3119,6.42,6.37,3.98
0.77,Premium,D,VS2,61.8,58,3291,5.84,5.81,3.6
0.7,Premium,F,VS1,59.0,59,2874,5.79,5.77,3.41
0.74,Very Good,G,VS1,59.8,58,2896,5.85,5.89,3.51
1.1,Very Good,E,SI2,63.3,56,4140,6.58,6.53,4.15
1.01,Fair,F,SI1,65.0,61,5131,6.29,6.23,4.07
0.9,Premium,D,SI1,62.2,58,4612,6.18,6.11,3.82
1.08,Premium,H,SI1,62.6,58,5078,6.53,6.56,4.1
1.16,Very Good,I,VS2,62.6,59,4869,6.63,6.69,4.17
1.01,Very Good,G,I1,62.4,59,3288,6.35,6.41,3.98
0.35,Premium,F,SI1,60.2,58,583,4.54,4.6,2.75
1.0,Fair,I,SI2,65.8,58,3348,6.23,6.27,4.11
1.02,Very Good,I,SI1,62.9,58,3927,6.36,6.42,4.02
0.83,Ideal,H,VS2,61.6,55,3171,6.04,6.08,3.73
0.31,Very Good,E,VS1,61.2,61,587,4.29,4.37,2.65
1.01,Very Good,J,VVS2,62.2,56,4850,6.37,6.42,3.98
1.07,Ideal,E,SI2,61.2,56,4799,6.63,6.66,4.07
0.9,Premium,E,SI1,62.3,56,4502,6.21,6.14,3.85
1.11,Premium,G,SI2,58.8,59,4692,6.8,6.76,3.99
1.12,Ideal,H,SI1,62.7,56,4290,6.66,6.61,4.16
0.73,Premium,F,VS2,60.3,59,2841,5.9,5.87,3.55
1.07,Very Good,H,SI2,62.8,57,4413,6.5,6.58,4.11
1.01,Premium,F,SI2,62.7,58,3733,6.38,6.32,3.98
0.91,Ideal,I,VS2,62.2,56,3751,6.22,6.18,3.86
0.84,Good,E,SI1,61.9,61,3577,6.03,6.05,3.74
0.9,Premium,H,VS2,60.4,59,4246,6.27,6.24,3.78
1.02,Good,F,SI2,59.2,58,4356,6.51,6.56,3.87
0.72,Premium,F,VVS1,62.8,58,3689,5.75,5.68,3.59
0.7,Ideal,F,VS2,61.9,55,3011,5.7,5.74,3.54
1.05,Premium,H,SI1,59.3,58,5161,6.65,6.61,3.93
0.9,Ideal,I,SI2,62.0,56,2948,6.2,6.16,3.83
0.91,Fair,H,SI2,64.4,57,2763,6.11,6.09,3.93
1.02,Fair,H,SI1,65.5,60,4758,6.29,6.22,4.1
1.0,Ideal,J,VS1,61.1,57,4466,6.43,6.48,3.95
0.32,Premium,G,VS2,60.5,58,561,4.41,4.42,2.67
0.83,Premium,F,VS2,60.2,60,3557,6.04,6.09,3.65
1.0,Premium,E,SI2,58.5,61,4202,6.52,6.48,3.8
1.0,Ideal,J,VS2,62.4,54,4539,6.4,6.46,4.01
0.91,Ideal,I,SI1,62.4,56,3574,6.2,6.24,3.88
1.0,Premium,I,VS2,62.6,59,4155,6.33,6.28,3.95
1.02,Ideal,E,SI2,61.6,56,4465,6.48,6.55,3.99
0.26,Very Good,F,VVS1,61.3,58,562,4.13,4.16,2.54
1.01,Premium,F,SI1,62.3,59,4969,6.38,6.4,3.98
1.01,Very Good,E,SI1,61.1,57,4563,6.44,6.5,3.95
1.02,Ideal,G,SI1,62.2,56,5082,6.44,6.46,4.01
1.04,Very Good,F,SI1,59.7,59,5152,6.67,6.56,3.95
1.05,Ideal,J,SI1,61.7,55,4405,6.54,6.56,4.04
0.9,Very Good,G,VS2,58.5,59,4484,6.35,6.36,3.72
1.01,Good,D,SI1,64.1,60,4821,6.27,6.3,4.03
0.72,Very Good,F,VS2,63.3,57,2931,5.69,5.72,3.61
1.21,Premium,J,SI1,59.7,60,4574,6.93,6.9,4.13
0.26,Ideal,E,VVS2,60.7,56,597,4.13,4.17,2.52
1.2,Very Good,J,VS1,62.9,60,5226,6.64,6.69,4.19
1.01,Good,H,SI1,59.5,62,5197,6.49,6.55,3.88
0.7,Very Good,D,VS2,60.7,58,3092,5.7,5.73,3.47
0.74,Ideal,E,VS1,62.1,53,3804,5.82,5.8,3.61
1.12,Very Good,D,SI2,59.3,59,5243,6.76,6.8,4.02
0.9,Ideal,H,SI2,62.0,57,3578,6.17,6.19,3.83
0.96,Good,D,SI1,61.0,61,4693,6.29,6.33,3.85
1.0,Ideal,H,SI1,60.3,56,4702,6.52,6.54,3.94
1.13,Ideal,G,SI2,60.8,56,4707,6.64,6.72,4.06
0.71,Premium,F,VS1,62.7,58,2879,5.71,5.67,3.57
0.89,Premium,I,VS1,62.2,62,2955,6.14,6.02,3.78
1.0,Fair,H,SI2,65.2,54,2912,6.3,6.22,4.08
0.27,Very Good,G,IF,60.8,57,566,4.2,4.22,2.56
1.03,Very Good,H,SI1,63.4,62,4406,6.46,6.27,4.05
0.9,Good,G,VS2,63.6,59,4093,6.04,6.1,3.86
1.01,Ideal,D,SI2,62.5,57,5206,6.39,6.35,3.98
0.77,Ideal,D,SI1,62.6,57,2949,5.81,5.92,3.67
1.0,Fair,E,SI2,56.9,63,3889,6.54,6.49,3.71
1.0,Very Good,G,SI2,62.4,60,4142,6.31,6.36,3.95
0.9,Very Good,E,SI1,63.0,56,4315,6.11,6.15,3.86
0.8,Ideal,G,VVS2,61.4,57,4740,5.96,6.0,3.67
0.77,Premium,E,VS1,60.8,56,3260,5.95,5.9,3.6
1.01,Good,H,SI1,64.0,58,4116,6.31,6.37,4.06
0.24,Ideal,G,IF,61.3,57,559,4.0,4.03,2.46
0.9,Premium,H,VS2,62.7,59,4082,6.15,6.1,3.84
0.91,Very Good,H,SI2,63.4,57,3382,6.1,6.18,3.89
1.05,Fair,I,VS1,58.9,66,4281,6.71,6.6,3.92
0.72,Ideal,G,SI1,60.7,56,2776,5.79,5.82,3.53
0.9,Premium,E,SI1,63.0,59,4334,6.13,6.1,3.85
0.73,Ideal,E,VS1,61.2,57,3620,5.85,5.8,3.57
1.26,Ideal,E,SI2,62.4,57,4939,6.91,6.85,4.29
1.16,Good,F,SI2,63.7,63,4395,6.55,6.63,4.2
0.93,Good,F,SI2,59.4,61,3418,6.24,6.25,3.71
1.01,Ideal,J,VS2,61.3,56,4617,6.46,6.5,3.97
1.29,Ideal,D,I1,61.3,56,5065,6.99,7.05,4.3
0.9,Ideal,H,VS1,61.2,57,4064,6.28,6.24,3.83
0.93,Premium,H,SI1,62.8,58,3646,6.24,6.21,3.91
1.09,Very Good,I,SI1,61.4,58,4640,6.61,6.69,4.08
1.0,Good,F,SI2,62.7,57,4081,6.29,6.34,3.96
1.05,Premium,H,VS2,60.5,58,4739,6.7,6.63,4.03
0.7,Premium,G,VVS1,62.8,58,3234,5.68,5.62,3.55
1.01,Premium,G,SI1,61.0,59,4785,6.45,6.51,3.95
0.9,Very Good,G,SI2,62.6,60,3593,6.1,6.16,3.84
0.77,Ideal,H,SI1,61.3,56,3089,5.87,5.91,3.61
0.9,Good,D,SI2,63.8,58,3740,6.13,6.09,3.9
1.04,Ideal,F,I1,61.6,57,3718,6.51,6.46,4.0
1.13,Premium,I,SI2,62.2,59,3987,6.67,6.61,4.13
0.73,Ideal,G,VVS1,61.6,56,3913,5.76,5.79,3.56
0.92,Fair,H,VS1,56.0,60,3924,6.53,6.51,3.65
1.01,Fair,E,VS2,66.6,55,4525,6.27,6.2,4.15
1.0,Very Good,F,SI2,62.9,59,4037,6.27,6.38,3.98
1.05,Ideal,G,SI2,62.7,57,5127,6.45,6.51,4.06
1.02,Very Good,H,SI2,58.3,61,4004,6.57,6.63,3.85
1.01,Premium,G,SI1,62.8,59,4605,6.43,6.34,4.01
1.21,Ideal,J,VS2,62.6,54,5275,6.79,6.81,4.26
1.13,Ideal,I,VS2,62.2,55,5165,6.69,6.67,4.15
0.77,Ideal,I,SI1,61.5,56,2946,5.9,5.93,3.64
0.9,Ideal,G,SI2,62.5,55,3338,6.21,6.15,3.86
0.9,Fair,F,VS1,65.7,59,3750,5.96,5.92,3.9
0.6,Ideal,D,VVS2,61.9,55,3382,5.41,5.45,3.36
1.04,Ideal,G,SI2,61.7,56,4455,6.57,6.52,4.04
1.24,Premium,H,SI2,62.3,58,4444,6.84,6.8,4.25
0.81,Ideal,F,VS1,62.3,55,4412,5.97,6.0,3.73
1.01,Good,G,SI1,63.7,60,5113,6.32,6.28,4.01
1.18,Premium,I,SI2,61.7,58,4555,6.75,6.79,4.18
0.9,Premium,H,VS1,60.2,58,4234,6.32,6.28,3.79
0.71,Ideal,F,VVS1,61.1,54,4981,5.84,5.78,3.55
0.82,Ideal,H,VS1,61.5,56,3364,6.0,6.04,3.7
1.01,Ideal,H,SI1,62.6,54,4989,6.38,6.34,3.98
0.91,Very Good,F,SI1,59.7,55,4279,6.33,6.36,3.79
1.06,Very Good,F,SI2,60.0,59,4224,6.6,6.63,3.97
1.09,Very Good,D,SI2,59.2,63,4244,6.67,6.71,3.96
1.02,Ideal,E,SI2,61.6,55,4912,6.52,6.46,4.0
0.9,Fair,E,SI2,64.5,57,3342,6.13,6.09,3.94
0.71,Ideal,I,VVS2,60.7,57,3007,5.76,5.8,3.51
1.1,Premium,E,SI2,60.7,58,4829,6.77,6.65,4.07
0.39,Ideal,H,SI2,61.5,57,558,4.66,4.7,2.88
0.31,Very Good,D,SI1,63.0,55,571,4.32,4.34,2.73
1.26,Ideal,J,SI2,62.5,53,4656,6.86,6.9,4.3
0.71,Premium,H,IF,62.9,60,3349,5.74,5.67,3.59
1.1,Premium,I,SI1,61.2,61,4725,6.66,6.61,4.01
0.7,Good,E,VS2,64.1,55,2793,5.6,5.66,3.61
0.32,Ideal,H,VS1,61.3,55,561,4.41,4.43,2.71
0.9,Good,D,SI1,64.1,56,3689,6.07,6.04,3.88
1.03,Very Good,G,SI2,63.0,57,4315,6.4,6.42,4.04
0.79,Very Good,F,SI1,58.5,61,3073,6.03,6.08,3.54
1.26,Fair,D,SI2,64.5,59,4746,6.75,6.71,4.34
0.9,Ideal,I,SI2,61.9,57,2909,6.19,6.13,3.81
0.74,Ideal,E,VS2,62.7,54,2984,5.8,5.77,3.63
1.0,Premium,E,SI2,62.8,59,4200,6.34,6.3,3.97
1.09,Premium,I,VS2,63.0,56,4519,6.61,6.57,4.15
1.01,Very Good,I,SI1,63.5,59,4412,6.36,6.31,4.02
1.01,Good,F,SI1,57.4,57,4632,6.52,6.48,3.73
0.8,Ideal,F,SI1,61.0,56,3137,5.98,6.05,3.67
1.05,Premium,E,SI2,62.3,56,4939,6.54,6.47,4.05
1.01,Fair,F,SI2,60.1,66,3597,6.44,6.41,3.86
1.13,Premium,I,VS2,62.0,58,4611,6.64,6.69,4.13
1.2,Premium,G,SI1,62.2,58,5154,6.8,6.7,4.2
0.9,Premium,E,SI1,60.3,60,3917,6.27,6.2,3.76
1.08,Premium,E,SI2,60.2,58,4742,6.68,6.61,4.0
0.7,Ideal,D,SI1,60.7,56,2822,5.75,5.72,3.48
1.01,Premium,I,SI1,62.3,58,4355,6.44,6.4,4.0
0.96,Ideal,F,SI2,60.9,60,4500,6.31,6.36,3.86
0.9,Premium,H,SI1,62.0,62,3679,6.13,6.03,3.77
1.15,Good,F,SI2,63.8,57,4437,6.65,6.6,4.23
1.11,Premium,H,SI1,58.9,59,4748,6.82,6.76,4.0
0.83,Ideal,E,VS2,61.8,57,3625,6.04,6.03,3.73
1.02,Premium,H,SI1,60.5,60,4884,6.58,6.51,3.96
1.05,Very Good,J,SI2,60.9,60,3395,6.51,6.59,3.99
1.02,Good,D,SI2,63.4,59,4633,6.37,6.41,4.05
0.76,Ideal,E,VS2,61.5,59,3497,5.84,5.86,3.6
0.73,Ideal,G,VS1,61.8,57,3041,5.78,5.81,3.58
0.31,Ideal,I,VVS1,62.3,54,557,4.37,4.4,2.73
0.9,Very Good,H,SI2,61.5,59,3208,6.15,6.2,3.8
0.7,Ideal,F,VVS2,62.0,55,3191,5.71,5.67,3.53
1.16,Fair,G,SI2,60.1,60,4307,6.9,6.72,4.09
1.11,Premium,H,SI2,61.6,60,4578,6.6,6.67,4.09
1.0,Ideal,E,SI2,61.8,57,4743,6.39,6.43,3.96
0.7,Ideal,H,VVS2,62.2,55,3235,5.71,5.76,3.57
1.05,Ideal,J,SI1,61.5,55,4405,6.53,6.57,4.03
1.2,Good,G,SI2,63.6,54,5049,6.71,6.75,4.28
0.92,Ideal,I,SI1,61.8,57,3323,6.27,6.25,3.87
0.69,Good,D,VVS2,61.5,61,3369,5.61,5.65,3.46
0.83,Ideal,F,SI1,61.8,55,4009,6.01,6.06,3.73
0.96,Premium,E,SI2,60.4,56,2961,6.32,6.23,3.79
1.01,Ideal,E,SI2,61.9,56,4921,6.46,6.43,3.99
0.91,Premium,D,SI1,62.3,60,4663,6.21,6.15,3.85
0.52,Ideal,E,IF,61.1,57,3033,5.17,5.21,3.17
1.17,Ideal,J,VS2,62.1,56,4619,6.8,6.75,4.21
1.03,Very Good,D,SI2,60.9,57,4545,6.53,6.55,3.98
0.31,Premium,H,SI1,62.3,55,573,4.36,4.34,2.71
1.05,Ideal,H,SI2,61.2,57,4331,6.54,6.59,4.02
1.0,Good,G,SI1,62.2,62,4416,6.34,6.39,3.96
0.73,Very Good,E,VS1,60.9,61,3370,5.79,5.81,3.53
0.75,Ideal,E,SI1,61.1,57,2993,5.83,5.86,3.57
1.09,Ideal,G,SI1,62.2,56,5022,6.6,6.55,4.09
0.79,Ideal,E,SI1,62.1,54,3053,5.96,5.92,3.69
0.9,Very Good,H,SI2,61.2,57,3481,6.21,6.27,3.82
0.72,Ideal,G,VS2,61.5,55,2952,5.76,5.79,3.55
0.73,Ideal,H,VVS2,61.6,56,3463,5.8,5.82,3.57
0.82,Ideal,H,VVS2,61.4,56,3781,6.01,6.05,3.71
1.06,Ideal,H,SI2,59.9,58,4749,6.67,6.63,3.98
1.06,Premium,F,SI1,62.1,58,5142,6.5,6.52,4.04
0.31,Ideal,I,VS2,59.9,57,558,4.4,4.38,2.63
1.01,Very Good,H,SI1,61.8,59,4876,6.37,6.41,3.95
1.01,Very Good,E,SI1,58.2,59,5132,6.54,6.59,3.82
0.32,Very Good,G,VS2,60.2,57,561,4.42,4.45,2.67
0.9,Good,G,SI2,63.8,56,3246,6.16,6.13,3.92
1.01,Good,F,SI2,65.7,58,4049,6.12,6.2,4.05
0.76,Premium,E,VS2,61.7,62,3064,5.85,5.82,3.6
1.02,Fair,F,SI2,66.6,58,3633,6.21,6.14,4.11
0.32,Premium,D,SI1,61.3,60,589,4.41,4.43,2.71
1.01,Premium,H,VS2,62.6,61,5050,6.33,6.29,3.95
0.72,Very Good,E,SI1,63.3,56,3183,5.67,5.71,3.6
0.9,Ideal,G,VS1,61.4,57,4479,6.18,6.32,3.84
1.13,Ideal,H,I1,61.1,56,3669,6.77,6.71,4.12
1.04,Very Good,G,SI2,60.3,62,4084,6.5,6.56,3.94
0.91,Very Good,G,SI2,62.0,58,3387,6.13,6.2,3.82
0.4,Good,G,SI2,63.2,56,596,4.7,4.73,2.98
1.11,Premium,H,SI2,61.5,59,4212,6.61,6.56,4.05
1.0,Ideal,G,SI1,61.9,56,5088,6.45,6.37,3.97
0.7,Very Good,D,VS2,61.8,55,2767,5.68,5.72,3.52
1.01,Good,E,SI2,63.2,59,4479,6.34,6.38,4.02
1.0,Premium,J,VVS2,59.6,61,3864,6.4,6.36,3.8
1.0,Very Good,G,SI1,61.4,57,4919,6.45,6.42,3.95
1.02,Very Good,I,SI2,63.2,60,4155,6.37,6.41,4.04
1.04,Ideal,H,SI2,61.7,57,4543,6.54,6.49,4.02
0.9,Ideal,E,VS2,62.1,57,4419,6.15,6.18,3.83
1.05,Premium,J,VS1,60.0,60,4116,6.46,6.43,4.0
0.33,Ideal,H,VS1,61.5,56,579,4.44,4.47,2.74
0.91,Premium,G,SI1,62.8,58,3975,6.18,6.15,3.87
0.91,Ideal,E,SI2,62.2,57,3800,6.2,6.24,3.87
0.9,Premium,E,SI1,59.1,62,4385,6.33,6.3,3.73
0.3,Ideal,F,VS2,62.1,57,568,4.27,4.3,2.66
0.74,Premium,F,VS1,62.5,60,2917,5.78,5.74,3.6
1.18,Ideal,J,VS1,61.7,56,5182,6.79,6.82,4.2
0.77,Very Good,F,SI1,59.6,60,3044,5.95,5.97,3.55
0.7,Premium,D,SI1,60.2,60,2822,5.82,5.75,3.48
1.03,Very Good,E,SI2,60.7,63,4326,6.48,6.44,3.92
1.26,Premium,I,SI2,60.1,59,5207,7.03,6.99,4.21
0.7,Ideal,D,SI1,60.7,56,2872,5.72,5.75,3.48
0.92,Good,I,SI1,63.3,58,3382,6.14,6.18,3.9
0.73,Very Good,F,SI1,61.4,56,2879,5.81,5.86,3.58
1.01,Good,H,SI1,64.6,56,4274,6.17,6.21,4.0
0.26,Ideal,E,VS1,62.1,56,556,4.09,4.12,2.55
0.75,Ideal,E,VS2,62.4,57,3263,5.76,5.81,3.61
1.01,Premium,H,VS2,61.6,59,5260,6.41,6.39,3.94
0.78,Premium,F,VS2,62.6,58,2874,5.91,5.82,3.67
1.0,Fair,G,VS2,64.5,58,5161,6.26,6.2,4.02
0.9,Very Good,E,SI1,63.2,58,4560,6.12,6.1,3.86
1.0,Good,H,SI1,63.7,60,4788,6.33,6.3,4.02
1.12,Premium,H,SI1,61.2,59,4641,6.69,6.65,4.08
0.7,Ideal,D,VS2,62.8,57,2998,5.69,5.75,3.59
0.33,Very Good,H,VS1,62.9,59,579,4.35,4.4,2.75
1.01,Very Good,F,SI1,61.0,61,4899,6.44,6.47,3.94
0.83,Very Good,H,VS2,61.7,59,3249,5.95,6.02,3.69
1.01,Good,E,SI2,63.9,55,4440,6.38,6.33,4.08
0.79,Ideal,G,VS1,62.0,56,3413,5.91,5.93,3.67
0.76,Fair,G,VS1,59.0,70,2800,5.89,5.8,3.46
0.71,Ideal,E,VS2,60.9,56,3053,5.77,5.83,3.53
0.72,Premium,E,VS2,63.0,55,2802,5.79,5.61,3.59
1.02,Ideal,E,SI2,62.3,56,3455,6.42,6.37,3.98
1.01,Good,G,SI1,63.4,58,4588,6.28,6.33,4.0
1.04,Premium,G,SI2,62.8,59,3564,6.47,6.42,4.05
1.0,Very Good,H,SI2,63.4,61,3920,6.33,6.29,4.0
1.17,Premium,F,I1,62.2,58,3984,6.76,6.72,4.19
1.2,Premium,H,SI2,60.9,60,3830,6.91,6.81,4.18
0.9,Premium,G,SI1,60.1,59,3326,6.25,6.2,3.74
0.94,Premium,F,SI2,62.2,59,4230,6.27,6.23,3.89
0.53,Ideal,D,VVS1,61.6,55,3097,5.21,5.27,3.23
1.0,Good,F,SI1,63.6,62,4586,6.3,6.24,3.99
0.9,Premium,E,SI1,59.0,59,3508,6.34,6.3,3.73
1.01,Premium,E,SI2,61.5,58,4751,6.43,6.4,3.95
1.11,Very Good,D,SI2,59.9,57,5042,6.72,6.74,4.03
0.92,Premium,J,VS2,60.9,62,3091,6.31,6.26,3.83
0.71,Premium,G,VS1,62.4,61,2803,5.7,5.65,3.54
0.82,Ideal,F,SI1,62.6,56,3251,5.95,5.99,3.74
0.93,Ideal,E,SI1,59.6,57,4700,6.37,6.42,3.81
0.79,Very Good,E,SI1,63.2,56,2794,5.91,5.86,3.72
0.9,Very Good,D,SI1,62.1,60,4289,6.11,6.19,3.82
0.7,Ideal,G,VS1,60.8,56,3300,5.73,5.8,3.51
0.68,Ideal,E,VS1,61.3,55,3243,5.67,5.71,3.49
0.26,Ideal,E,VS1,61.8,55,580,4.13,4.09,2.54
0.91,Ideal,G,SI2,62.3,56,3664,6.18,6.22,3.86
0.92,Ideal,G,SI2,62.4,56,4068,6.21,6.23,3.88
1.01,Premium,H,SI2,60.9,59,3394,6.42,6.35,3.89
0.33,Premium,I,VS2,62.0,60,594,4.46,4.41,2.75
0.72,Ideal,H,VVS2,61.7,55,3417,5.77,5.8,3.57
0.25,Very Good,E,VVS2,62.7,59,575,4.01,4.03,2.52
0.88,Ideal,I,SI1,62.4,55,3264,6.12,6.16,3.83
1.11,Very Good,H,SI1,62.0,56,5010,6.61,6.65,4.11
1.0,Premium,J,SI1,60.8,58,3712,6.39,6.44,3.9
0.74,Premium,F,VS1,61.7,57,3170,5.85,5.79,3.59
1.1,Ideal,H,SI2,62.6,56,4537,6.57,6.65,4.14
1.0,Very Good,F,SI2,61.7,58,3789,6.32,6.36,3.91
0.3,Very Good,D,VS2,61.0,57,568,4.32,4.34,2.64
0.9,Very Good,I,SI2,61.3,56,2800,6.17,6.23,3.8
1.0,Very Good,E,SI1,59.6,60,5257,6.58,6.51,3.9
0.71,Very Good,F,VVS2,60.6,58,3494,5.76,5.79,3.5
1.01,Very Good,I,VS2,61.9,61,4626,6.36,6.41,3.95
0.82,Ideal,H,VS2,61.5,56,2804,6.01,6.08,3.72
0.93,Premium,H,VS2,60.3,61,3937,6.39,6.25,3.81
0.7,Ideal,H,VVS1,62.3,58,2866,5.66,5.7,3.54
1.01,Premium,E,SI2,59.5,60,3801,6.59,6.53,3.9
1.06,Ideal,H,SI1,62.7,57,4196,6.53,6.48,4.08
1.08,Premium,D,SI2,62.1,58,5138,6.62,6.59,4.1
1.11,Ideal,G,SI2,60.5,56,4755,6.71,6.67,4.05
0.61,Ideal,D,VVS1,62.3,54,3625,5.4,5.45,3.38
1.01,Good,H,SI1,60.3,64,4559,6.5,6.53,3.93
0.51,Ideal,D,IF,62.1,55,3446,5.12,5.13,3.19
1.0,Premium,G,VS2,62.3,58,5242,6.35,6.29,3.94
1.01,Ideal,D,SI2,61.6,57,5006,6.46,6.42,3.97
0.32,Premium,G,VS2,62.6,59,561,4.33,4.36,2.72
1.04,Fair,F,SI1,66.9,62,4403,6.22,6.15,4.14
1.01,Very Good,I,VS1,61.7,59,5165,6.45,6.51,4.0
0.3,Very Good,H,SI1,63.1,56,554,4.29,4.27,2.7
1.15,Ideal,H,SI2,62.0,56,4870,6.68,6.75,4.16
0.9,Fair,E,VS2,64.5,61,4125,6.07,6.03,3.9
1.01,Premium,G,SI1,61.5,59,5006,6.48,6.43,3.97
1.01,Fair,F,SI1,57.9,57,5144,6.53,6.57,3.79
1.01,Fair,G,SI1,66.9,56,4102,6.15,6.22,4.14
1.0,Premium,E,SI2,61.1,58,4620,6.44,6.48,3.95
1.0,Premium,H,VS2,58.9,56,4514,6.53,6.51,3.84
0.26,Very Good,F,VVS2,63.2,54,597,4.05,4.08,2.57
1.03,Very Good,G,SI2,63.5,56,4413,6.37,6.33,4.03
0.93,Premium,H,SI1,61.8,59,3816,6.23,6.27,3.86
0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63
1.06,Very Good,I,SI1,62.8,56,4255,6.47,6.52,4.08
1.08,Fair,E,SI2,64.9,60,3861,6.43,6.39,4.16
1.02,Ideal,G,SI2,62.4,54,4501,6.39,6.47,4.02
0.32,Ideal,I,SI1,60.9,55,404,4.45,4.48,2.72
0.53,Very Good,D,VVS2,57.5,64,2782,5.34,5.37,3.08
1.27,Premium,J,VS2,62.8,58,4011,6.96,6.92,4.36
0.83,Ideal,H,VS2,61.3,54,2975,6.1,6.06,3.73
0.9,Very Good,H,VS2,63.0,57,4381,6.09,6.13,3.85
0.3,Ideal,H,VVS2,62.1,54,590,4.32,4.35,2.69
1.07,Ideal,G,SI2,62.1,55,4752,6.54,6.61,4.08
0.91,Premium,H,SI1,63.0,57,3033,6.19,6.1,3.87
0.91,Very Good,G,SI2,63.2,61,3282,6.27,6.01,3.88
1.04,Premium,F,SI2,62.8,55,4321,6.48,6.41,4.05
1.23,Premium,D,SI2,58.9,58,5283,6.99,6.97,4.11
0.71,Ideal,I,VVS2,60.4,57,3007,5.78,5.81,3.5
1.01,Very Good,G,SI1,63.2,59,5113,6.36,6.32,4.01
0.97,Premium,H,SI2,58.8,58,3346,6.44,6.41,3.78
0.31,Good,I,VVS1,63.1,59,571,4.25,4.31,2.7
0.72,Very Good,D,VS2,62.1,59,3016,5.7,5.73,3.55
1.16,Premium,F,SI2,61.2,61,4820,6.77,6.74,4.14
0.78,Very Good,G,VS2,61.7,58,3074,5.87,5.92,3.64
1.0,Good,H,VS2,60.9,61,5254,6.38,6.42,3.9
0.72,Ideal,F,VS1,61.5,56,3759,5.74,5.77,3.53
0.25,Very Good,F,VVS2,59.4,57,575,4.1,4.12,2.44
0.9,Fair,F,VS2,65.7,57,3750,6.03,5.99,3.95
0.9,Fair,D,SI2,64.6,59,3847,6.04,6.01,3.89
0.82,Ideal,F,VS2,61.3,56,4931,6.02,6.05,3.7
1.0,Good,D,SI2,58.1,65,4427,6.54,6.48,3.78
0.72,Ideal,H,VVS2,60.9,57,2869,5.79,5.77,3.52
0.73,Very Good,G,VVS2,61.4,58,3288,5.83,5.86,3.59
1.01,Very Good,F,VS2,63.1,57,5226,6.39,6.29,4.0
0.91,Good,G,VVS2,64.1,58,4464,6.1,6.06,3.9
1.25,Ideal,E,I1,60.9,56,3276,6.95,6.91,4.22
0.32,Premium,H,SI1,61.3,60,576,4.42,4.36,2.69
1.0,Very Good,F,SI1,60.5,60,5119,6.38,6.45,3.88
0.7,Very Good,D,VS1,62.7,58,2777,5.66,5.73,3.57
1.06,Ideal,F,SI2,62.7,56,3461,6.52,6.47,4.07
0.9,Good,G,SI2,63.6,57,3060,6.1,6.04,3.86
1.01,Premium,G,SI1,62.6,60,4338,6.39,6.35,3.99
0.7,Fair,D,VVS2,58.5,62,3296,5.72,5.81,3.37
1.15,Ideal,H,SI2,62.2,57,4186,6.68,6.63,4.14
1.13,Premium,H,SI1,60.9,59,5050,6.79,6.7,4.11
1.1,Ideal,I,SI1,62.1,57,5037,6.6,6.64,4.11
0.9,Good,G,VS2,64.4,62,4135,5.97,6.02,3.86
1.0,Fair,H,SI1,55.2,64,3830,6.69,6.64,3.68
1.01,Ideal,H,SI2,61.3,59,4078,6.5,6.46,3.97
0.71,Premium,F,VS1,61.1,58,2942,5.76,5.72,3.51
1.01,Very Good,H,VS2,61.9,62,4477,6.37,6.45,3.97
1.16,Ideal,I,VS2,61.5,57,5207,6.75,6.78,4.16
0.72,Ideal,F,VS2,61.3,55,3495,5.78,5.83,3.56
0.61,Ideal,G,VVS2,60.1,57,2816,5.52,5.54,3.32
1.52,Fair,H,I1,65.4,62,4648,7.1,7.02,4.62
0.9,Very Good,H,VS2,63.1,60,3919,6.12,6.08,3.85
1.08,Premium,D,I1,61.9,60,2869,6.55,6.48,4.03
0.73,Ideal,E,VVS2,62.0,57,3780,5.73,5.79,3.57
0.28,Good,F,VVS2,61.2,62,596,4.16,4.21,2.56
1.16,Very Good,H,SI2,59.6,59,4455,6.85,6.87,4.09
1.3,Premium,I,VS2,60.3,60,5242,7.01,6.99,4.22
1.05,Premium,G,SI2,61.7,56,4116,6.57,6.53,4.04
0.3,Ideal,H,VVS2,61.5,55,590,4.34,4.37,2.68
0.7,Ideal,H,VS1,61.7,57,3185,5.66,5.7,3.5
1.06,Ideal,G,SI2,61.0,56,3321,6.62,6.56,4.02
1.0,Ideal,G,SI2,62.3,56,4861,6.46,6.44,3.96
1.08,Very Good,I,SI1,60.5,60,4276,6.61,6.67,4.02
